coefficient,pvalue,var_explained,covar,protein_field
0.0044825287345722,8.793317320304048e-06,0.0006035404892080153,TDI,aamdc
0.026659249260431,4.623684930732837e-05,0.0005070134456469278,Education,aamdc
-0.02478708410599,0.0273744745479298,0.0003715447056258496,Days/week moderate activity,aamdc
0.0005029979345901172,0.0684450397941055,0.00010144243733088926,Grip strength,aamdc
-0.0006206608661491671,0.7075013699617151,4.302002768014447e-06,Cooked veg intake,aamdc
-0.0031673323876697,0.0341157420440592,0.00013715867324043708,Raw veg intake,aamdc
-0.0096317304251114,2.11694301694612e-06,0.0006868696842021586,Fresh fruit intake,aamdc
-0.0063940985381911,0.0007325727946403275,0.0003484360721146249,Dried fruit intake,aamdc
0.0420709826940706,3.5012777605032926e-06,0.0010146630332677,Oily fish intake,aamdc
-0.3608167272772402,0.0002531830788798159,0.0008407666931305314,Non-oily fish intake,aamdc
-0.064396493216165,5.741651975725152e-08,0.0012702410071906,Processed meat intake,aamdc
0.1486681020313669,0.0206523257555006,0.00031878778983247515,Poultry intake,aamdc
0.1066821618860751,0.0256513707222224,0.0007748424327459137,Beef intake,aamdc
-0.0449146586778314,0.0276847810920129,0.0005826509048121815,Lamb intake,aamdc
0.05318620913128,0.1883686751372928,0.0004061069381087787,Pork intake,aamdc
0.0008037128546147936,0.0253069789149856,0.00015285860936907223,Bread intake,aamdc
-0.006402325491219,3.995569230892206e-09,0.0010575110234401,Cereal intake,aamdc
0.0008883233368650175,0.5255264803353341,1.2315521279888048e-05,Water intake,aamdc
-0.0467779913952337,3.4975020453887763e-06,0.0008968707029202026,Alcohol intake frequency,aarsd1
-0.0753119972091775,1.2679024338001779e-10,0.0019923315123483,Smoking status,aarsd1
-0.0025256441252219,8.213330250680906e-10,0.0011333711617025,% body fat,aarsd1
0.0013178623584724,0.6767456995159506,5.227030411293226e-06,Hours slept per day,aarsd1
0.004515596151528,9.17672804095482e-05,0.0004599785207446952,TDI,aarsd1
0.0045526925432978,0.5439150090660633,1.1076752721661331e-05,Education,aarsd1
-0.0511590100629951,0.0007287759593511376,0.0005544928951704833,Days/week moderate activity,aarsd1
0.0030526534387766,4.301725461295144e-22,0.0028044658165515,Grip strength,aarsd1
-0.0005128915896563126,0.7862404883133377,2.211775015598918e-06,Cooked veg intake,aarsd1
-0.0064174021184411,0.00017184570381967927,0.00042442917418580894,Raw veg intake,aarsd1
-0.0128614836503441,3.1114772679408003e-08,0.0009209117703887248,Fresh fruit intake,aarsd1
-0.0028569736619091,0.1876780917068324,5.219775361654397e-05,Dried fruit intake,aarsd1
0.082911426121105,0.0721307438383502,0.00016119371273662405,Oily fish intake,aarsd1
0.0278552016930381,0.0102750368130736,0.00026448287471977336,Non-oily fish intake,aarsd1
-0.1156897777680607,1.7840780387563568e-17,0.003441206406669,Processed meat intake,aarsd1
0.2303745306799335,0.0016602910008933,0.0005125273993527722,Poultry intake,aarsd1
-0.066384008627626,1.2985135908795084e-05,0.0007687245911478394,Beef intake,aarsd1
-0.105790691735479,5.785817242035633e-06,0.0021743078485021,Lamb intake,aarsd1
-0.0591750915286744,0.0060916908369145,0.0010261952587895,Pork intake,aarsd1
0.00195479131165,1.9866938003366896e-06,0.0006796536782617742,Bread intake,aarsd1
-0.0065815484990103,1.311486796522608e-07,0.0008371561674093968,Cereal intake,aarsd1
-0.0070977793532539,9.519006355095256e-06,0.0005894238282469939,Water intake,aarsd1
-0.03251692088993,5.319007725663049e-08,0.0015417859963858,Alcohol intake frequency,abca2
0.0165767222258489,0.0218389681258157,0.0008125911227448083,Smoking status,abca2
0.001762399844104,5.270169143091138e-13,0.0015976914790054,% body fat,abca2
0.0064227056647399,0.0006256128824566674,0.00035894610963484603,Hours slept per day,abca2
0.0005988297861063207,0.382694583785953,2.3385940303163397e-05,TDI,abca2
0.0250518331916758,1.8151007483676278e-08,0.000971858932402886,Education,abca2
-0.0430455194855324,6.138672559723493e-06,0.0009711487721103428,Days/week moderate activity,abca2
-0.00017416856898404032,0.3537676824955547,2.6389389507916976e-05,Grip strength,abca2
-0.0006905902513594958,0.5376372229900259,1.1659969736334173e-05,Cooked veg intake,abca2
-0.0028366721838496,0.0052919952677002,0.00023863872122854805,Raw veg intake,abca2
-0.0010036627308841,0.4670496740347364,1.623297093866803e-05,Fresh fruit intake,abca2
-0.0021384982962714,0.0963907054731099,8.48302664801502e-05,Dried fruit intake,abca2
0.0184799718363191,0.0209559516970479,0.0005683481054539302,Oily fish intake,abca2
0.0328735250529282,0.0032465210225902,0.00047227584706181216,Non-oily fish intake,abca2
-0.0169639826773041,0.0017622113863193,0.000406863505922568,Processed meat intake,abca2
0.0383915389779395,8.656454085717245e-05,0.0009253437362935264,Poultry intake,abca2
-0.0238469197525672,0.0005178562477133168,0.0004920094179101809,Beef intake,abca2
-0.0299144922546663,0.0243667301182075,0.0006763186874571156,Lamb intake,abca2
0.0513440864773198,0.0613070363406586,0.0005303428259597616,Pork intake,abca2
0.0009011034483763072,0.0002300461896676881,0.0004163146772893912,Bread intake,abca2
0.000807923636258728,0.2746350611982047,3.662559234127076e-05,Cereal intake,abca2
-0.0028337389487314,0.0029260385503817,0.00027165740027189903,Water intake,abca2
-0.0353483829563626,0.0004572126348587168,0.0008207000173652351,Alcohol intake frequency,abhd14b
0.1425571696771895,0.0159427882951394,0.0007489504892386089,Smoking status,abhd14b
0.0014287218782474,0.0005244046153845261,0.0003636610137119911,% body fat,abhd14b
-0.0023532410594593,0.4582136155695647,1.6641217809295975e-05,Hours slept per day,abhd14b
0.0014548122259295,0.2087734241045421,4.778012965589038e-05,TDI,abhd14b
0.025135928262836,0.0008219324001088467,0.0003383933988948314,Education,abhd14b
-0.029313716489937,0.0530804000010178,0.0003374240378496685,Days/week moderate activity,abhd14b
0.0008490593662230771,0.0073158479284954,0.0002175365302346872,Grip strength,abhd14b
-0.002448326819017,0.1962289848444632,5.051121113620759e-05,Cooked veg intake,abhd14b
-0.0064174546282313,0.0001717866133631682,0.0004268485532908371,Raw veg intake,abhd14b
-0.0079496392563591,0.0006289798943233044,0.0003534235498420581,Fresh fruit intake,abhd14b
-0.0040075671917214,0.0638398551585963,0.0001038704988884359,Dried fruit intake,abhd14b
-0.1313017532974919,0.0038044294461289,0.0007798655729039239,Oily fish intake,abhd14b
0.0208471919269947,0.0552875998512424,0.0004341313516275629,Non-oily fish intake,abhd14b
-0.0632646321098335,3.500189241575637e-06,0.0011164522904771,Processed meat intake,abhd14b
0.2152351914639372,0.0034709382606438,0.0005161181393916129,Poultry intake,abhd14b
0.1152837808862773,0.0353966818104298,0.00037994514947215175,Beef intake,abhd14b
-0.0781484179123138,0.000836500197648751,0.0012758588089537,Lamb intake,abhd14b
-0.0416261611258921,0.0530849488195189,0.0006961376296897261,Pork intake,abhd14b
0.0007052420520765846,0.08679007345599,8.869654936623515e-05,Bread intake,abhd14b
-0.0043924339778747,0.00043436320239354767,0.0003742854965071623,Cereal intake,abhd14b
-0.0020958230031855,0.191956181284876,5.148858526080694e-05,Water intake,abhd14b
0.064189237983622,5.08324327176413e-05,0.0017864745956701,Alcohol intake frequency,abl1
-0.0558431550355793,8.013365705365276e-05,0.0009391049409812712,Smoking status,abl1
0.0066441459439694,7.938918832534302e-41,0.0053691395445525,% body fat,abl1
-0.0027333262200947,0.4743486090869513,1.5392046757877183e-05,Hours slept per day,abl1
0.0095702620953719,6.87201327844156e-12,0.0014143390962136,TDI,abl1
0.0450224745254056,6.813679562665415e-07,0.0007415373964537086,Education,abl1
-0.0532085204789557,0.0006222590065493002,0.0005193090618711348,Days/week moderate activity,abl1
-0.0011876925678028,0.001878406612603,0.0002906041036190617,Grip strength,abl1
-0.0029841639615473,0.19171479391077,5.125469749856972e-05,Cooked veg intake,abl1
-0.0109928550453392,1.006928429720684e-07,0.0008525232736231103,Raw veg intake,abl1
-0.0140314711184485,5.856091263373137e-07,0.0007503101415469633,Fresh fruit intake,abl1
-0.0116220416087909,9.21417197082886e-06,0.0005912929637571616,Dried fruit intake,abl1
0.0915489563410746,1.8070400720295276e-08,0.0023096046723566,Oily fish intake,abl1
0.2496932056080996,5.2188144329151965e-05,0.0013533963458168,Non-oily fish intake,abl1
-0.0551471698795732,6.003186571344875e-07,0.0013412971021337,Processed meat intake,abl1
0.2772145140961861,0.0017404043183599,0.000547049125452411,Poultry intake,abl1
0.2704090021043835,4.8021023130851584e-05,0.0012171810798447,Beef intake,abl1
-0.0565088380305395,0.0452511414076817,0.0004335769633000184,Lamb intake,abl1
0.1682851716247148,0.0026296746272571,0.0007322247807165813,Pork intake,abl1
0.0008754614919894707,0.0781405216108473,9.331672462669788e-05,Bread intake,abl1
-0.0074813972009181,6.939042121027548e-07,0.0007404815709400758,Cereal intake,abl1
-0.0021768774970349,0.2612605648488443,3.795326993602271e-05,Water intake,abl1
-0.0611316181502305,0.094165705477846,0.0001827280904226447,Alcohol intake frequency,abo
0.0474850674910706,0.0838110125014141,0.0001862241092847798,Smoking status,abo
-0.00041959498337591154,0.6635028561593618,5.640772839850499e-06,% body fat,abo
0.0033186387628818,0.6542472973916328,5.977221682509651e-06,Hours slept per day,abo
-0.0035390735788475,0.1913477822322634,5.08713559426139e-05,TDI,abo
0.0151044356209403,0.3899956950733348,2.2019676063850617e-05,Education,abo
0.0482305622222465,0.1316334150649805,0.00031822205335805707,Days/week moderate activity,abo
0.0002326076255214482,0.7534870778532436,2.938866100049031e-06,Grip strength,abo
0.0042855516554094,0.3348148452258065,2.771793005886276e-05,Cooked veg intake,abo
-0.0007270592086524911,0.8560091733982282,9.811669733947544e-07,Raw veg intake,abo
-0.0061644513428327,0.2578760852202448,3.8145299193617054e-05,Fresh fruit intake,abo
0.0056420339198719,0.2660064184860212,3.68670469838314e-05,Dried fruit intake,abo
-0.0520262946288576,0.0996602696376102,0.0004248078162194878,Oily fish intake,abo
-0.3183550971288252,0.0075533936411431,0.00030687885992637865,Non-oily fish intake,abo
0.0395050185959755,0.2161174075577997,7.083570199758248e-05,Processed meat intake,abo
-0.0469772195312219,0.4472952287970619,5.421905097109139e-05,Poultry intake,abo
-0.1480287355394137,0.2484810482890829,0.00014958203613792955,Beef intake,abo
0.0910947409886538,0.091543514958363,0.00011504566717255783,Lamb intake,abo
-0.4130106161137458,0.3829650936057688,6.778297836609653e-05,Pork intake,abo
0.0009307968919877952,0.3351489707622495,2.767963284611953e-05,Bread intake,abo
-0.00207066733157,0.4785196704540766,1.4965846717097411e-05,Cereal intake,abo
-0.002166110228381,0.5641097809402698,9.912137661763656e-06,Water intake,abo
0.2205940609524522,0.0001553007464504821,0.0006905157240338605,Alcohol intake frequency,abraxas2
0.2110659605757662,0.000927613908980809,0.0007729548137957096,Smoking status,abraxas2
0.0012031749353665,0.0071772764324396,0.0002218004701928098,% body fat,abraxas2
-0.0039013989802935,0.2568776028728409,3.945071019828163e-05,Hours slept per day,abraxas2
0.0055134027904155,1.1489165956241006e-05,0.0005904843265456805,TDI,abraxas2
0.0277148998470666,0.0006786782439002571,0.00035430046141404444,Education,abraxas2
-0.0450502920980872,0.0013129005498894,0.00042699294186243896,Days/week moderate activity,abraxas2
0.0020527420419738,2.4251514138626422e-09,0.0010918913192729,Grip strength,abraxas2
-0.0053407360819492,0.0092745630599979,0.0002077206409421929,Cooked veg intake,abraxas2
-0.0117615666556596,2.752399144243777e-10,0.0012220074234872,Raw veg intake,abraxas2
-0.0153624161158726,1.222327612286529e-09,0.0011328237549247,Fresh fruit intake,abraxas2
-0.0099431792629102,2.4478057193141186e-05,0.000546266333130667,Dried fruit intake,abraxas2
0.0728976651230536,6.643990826579739e-07,0.0012424362530436,Oily fish intake,abraxas2
0.071292496030981,0.000493426277868253,0.0008088799281742067,Non-oily fish intake,abraxas2
-0.0504495508404903,3.819955063423754e-07,0.0011726770097483,Processed meat intake,abraxas2
0.0339750718996492,0.0580081470213423,0.0004186913832063783,Poultry intake,abraxas2
0.1543621854811288,0.0094267908409953,0.000638132546119538,Beef intake,abraxas2
-0.0311836242751608,0.2215902208115814,0.0002318382264747758,Lamb intake,abraxas2
0.1346781117528605,0.0073936651235297,0.0003515592783001623,Pork intake,abraxas2
0.0013923450740565,0.00189500252356,0.000296064998517305,Bread intake,abraxas2
-0.0039001069758318,0.0039977386284761,0.00025422482155368494,Cereal intake,abraxas2
-0.0034383122259738,0.0488077442641219,0.00011912786739077964,Water intake,abraxas2
-0.1468434804293318,3.1270574333378484e-23,0.0040247137566504,Alcohol intake frequency,acaa1
-0.1098058393935914,1.6345547845234988e-10,0.002383695658762,Smoking status,acaa1
0.0090958160382521,3.263637753328526e-51,0.0069241889477132,% body fat,acaa1
0.0011777792642926,0.8001524437527444,1.964916431307111e-06,Hours slept per day,acaa1
0.0153036554046384,2.0411964543903042e-19,0.0024865556356145,TDI,acaa1
0.1013357467668954,4.058457214155044e-20,0.0025842070557905,Education,acaa1
-0.1333405589585143,1.942625152195969e-12,0.0017914342925335,Days/week moderate activity,acaa1
0.0028872925980407,5.25896003172867e-10,0.0011821704109572,Grip strength,acaa1
-0.0076631913254972,0.0070032399814665,0.00022294768000195568,Cooked veg intake,acaa1
-0.0182270508878961,6.66729729657375e-13,0.0015820887334572,Raw veg intake,acaa1
-0.0307114413205731,2.5525511134539657e-19,0.0024730435400986,Fresh fruit intake,acaa1
-0.0254327922411188,1.0408779526004806e-15,0.0019711502753202,Dried fruit intake,acaa1
0.3611990789699807,9.4170508509971e-08,0.001256792758062,Oily fish intake,acaa1
0.2369127383485049,0.001615790841084,0.0003817340730675198,Non-oily fish intake,acaa1
-0.1473326569193723,4.751994110624927e-28,0.0060467030539571,Processed meat intake,acaa1
0.2932510743853674,0.007084625711902,0.0004582622851253248,Poultry intake,acaa1
-0.1396840653808302,4.281401198350464e-10,0.0015927233591733,Beef intake,acaa1
-0.16747743716032,1.0852233111280913e-06,0.0013433823630786,Lamb intake,acaa1
-0.1491328247885356,2.1574640596215344e-06,0.0020740016558788,Pork intake,acaa1
0.0030416036707435,5.066250812908294e-07,0.0007735415172191915,Bread intake,acaa1
-0.0171775998403805,8.302398425183526e-21,0.0026801681301064,Cereal intake,acaa1
-0.0017357082142471,0.4612948552513561,1.664126325041761e-05,Water intake,acaa1
0.04796586908776,0.0013422988540557,0.0004118325877628757,Alcohol intake frequency,acadm
-0.0214429011754095,0.1229277272521682,7.916022359081006e-05,Smoking status,acadm
0.0027843812768776,2.9706801004168704e-09,0.0010636915756916,% body fat,acadm
0.00028452819741385884,0.9371359564098054,1.880580454946203e-07,Hours slept per day,acadm
0.0037230090477106,0.0047474027794694,0.00024101802944092533,TDI,acadm
0.0118490225442007,0.165884709781085,5.803612350472783e-05,Education,acadm
-0.0227686243293625,0.1213110623359243,0.00029098550692542325,Days/week moderate activity,acadm
-0.0012285345193919,0.000655726557417721,0.0003509541376909675,Grip strength,acadm
-0.0019935096966049,0.355494505335282,2.581017049438963e-05,Cooked veg intake,acadm
-0.00017375432616207107,0.929294094818362,2.3803330947999058e-07,Raw veg intake,acadm
-0.0016676021618151,0.5294070522368106,1.1957590613806262e-05,Fresh fruit intake,acadm
-0.00032913466770118354,0.8938852034086506,5.379125699843549e-07,Dried fruit intake,acadm
0.0489434773828874,0.0014551277157905,0.0003998130071468276,Oily fish intake,acadm
0.0646531518786211,0.002555647561311,0.000360676997201451,Non-oily fish intake,acadm
0.024727723174393,0.1110372145319862,0.00019853709358391025,Processed meat intake,acadm
0.0351429118873878,0.0611336218524426,0.00018364014497071224,Poultry intake,acadm
-0.0230231252459146,0.0945237332717155,0.0002228701371623658,Beef intake,acadm
0.3039478717026359,0.2346236944611504,0.0001181374521542402,Lamb intake,acadm
0.0471748122948981,0.3743892553459819,4.505370787671302e-05,Pork intake,acadm
-0.00046623591434459576,0.320502288120288,2.983541488973345e-05,Bread intake,acadm
-0.0024622329133843,0.083572267000745,9.051132337819004e-05,Cereal intake,acadm
0.0014610378117145,0.4233589887093844,1.937770188289088e-05,Water intake,acadm
-0.0528745742317037,0.0002725539408893371,0.0004761624002731833,Alcohol intake frequency,acadsb
0.1227741474965527,0.152708375304953,0.0002224091370498072,Smoking status,acadsb
0.0032479004837986,4.393883825013558e-08,0.0008918452314875627,% body fat,acadsb
0.0001890202088941885,0.9670067339261372,5.0939348004494366e-08,Hours slept per day,acadsb
0.0031395316354019,0.059538167434223,0.00010569768587189904,TDI,acadsb
0.0277649302863325,0.0102800108519368,0.0001960630904990225,Education,acadsb
-0.0252553588980728,0.1739635527619196,0.00011531014754498168,Days/week moderate activity,acadsb
-5.682092074743439e-05,0.9008943574258972,4.617368146208874e-07,Grip strength,acadsb
-0.0020330950842548,0.4581724256144562,1.638608095123166e-05,Cooked veg intake,acadsb
-0.0084597389415147,0.0006027442186522482,0.00035030211274897144,Raw veg intake,acadsb
-0.0109061106110491,0.0011490955515327,0.0003146737506460699,Fresh fruit intake,acadsb
-0.0059524295258777,0.0570049383026454,0.00010784846850926486,Dried fruit intake,acadsb
-0.109315880397447,1.8733508821096537e-08,0.0011462452265542,Oily fish intake,acadsb
-0.0572003475238138,0.0350339161671115,0.0004929661394001751,Non-oily fish intake,acadsb
-0.0629899553164134,0.001345221281931,0.00037480800864346433,Processed meat intake,acadsb
0.027171426424891,0.0147997458870714,0.0003736766271874293,Poultry intake,acadsb
0.1509073569256184,0.0568759764284425,0.0004038358055574022,Beef intake,acadsb
-0.0403730010972371,0.2318461424647881,0.0003500995891767851,Lamb intake,acadsb
0.3744805140334303,0.1164585226311443,0.0002709797446656268,Pork intake,acadsb
0.00033318466354779726,0.5746887430309332,9.375749705086612e-06,Bread intake,acadsb
-0.0051921399163614,0.0039135293945682,0.0002477922835521411,Cereal intake,acadsb
0.0041948724484551,0.0696371012146328,9.799747931437736e-05,Water intake,acadsb
0.0261400616796545,0.0014625137897459,0.0005683189710827193,Alcohol intake frequency,acan
0.1491792338082334,1.3142287697862513e-130,0.0178963675911063,Smoking status,acan
-0.0081553563507297,4.807496e-318,0.0431407694559365,% body fat,acan
0.0058007062963872,0.0004843149822570656,0.0003693053889677686,Hours slept per day,acan
-0.0063930277381428,5.441803661938322e-26,0.0033669203127973,TDI,acan
0.0166641117254121,2.374295410594292e-05,0.0005417793366745301,Education,acan
0.0575624916864171,1.6966858296321126e-17,0.0030233479878629,Days/week moderate activity,acan
0.0022768387483256,8.684414202322852e-43,0.0056874110973057,Grip strength,acan
-0.0005168519699238604,0.6047324754456258,8.12814796928879e-06,Cooked veg intake,acan
-0.0041336102342183,4.361334570451383e-06,0.000639908563972939,Raw veg intake,acan
0.004186736969862,0.0006181062412229638,0.000355522609198281,Fresh fruit intake,acan
0.0079890022153208,1.8395341821899087e-12,0.0015051096393556,Dried fruit intake,acan
-0.0565696203488117,1.4145430605651525e-15,0.0024684550163761,Oily fish intake,acan
-0.0647082510974159,0.0154772225296639,0.001036703008732,Non-oily fish intake,acan
-0.0131264731638266,0.0062996383045504,0.000513384150851906,Processed meat intake,acan
0.03410028375387,4.150998674947326e-17,0.0043772477539167,Poultry intake,acan
0.0335713366628761,2.7977518447302047e-05,0.0008369155979574433,Beef intake,acan
0.0218658348009865,0.0748253654499141,0.00023333331339455449,Lamb intake,acan
0.0260955304264764,0.0133221621839869,0.0002605553594882148,Pork intake,acan
0.0025006738106292,4.818959171894314e-31,0.0040646277185747,Bread intake,acan
0.0113606585462399,1.7754393007378567e-67,0.0090972792418269,Cereal intake,acan
-0.0113063142376662,3.4011386426427686e-41,0.0054672863555721,Water intake,acan
-0.0177462656026769,0.0013930897359617,0.0011371863580363,Alcohol intake frequency,ace
-0.0109039583104672,0.030166425067729,0.000405988931113057,Smoking status,ace
-5.739136167966538e-05,0.7452484183822636,3.1457604791308983e-06,% body fat,ace
0.0014989994449553,0.2693675401080865,3.635271919863735e-05,Hours slept per day,ace
0.0013950712626487,0.0049202522316335,0.00023563590836227184,TDI,ace
0.0137948297491531,1.8108757716867667e-05,0.0005475063599664746,Education,ace
-0.0168294058398698,0.0145324697897774,0.00033742645947027784,Days/week moderate activity,ace
0.0006098426524783416,6.923905013281207e-06,0.0006021740725876937,Grip strength,ace
0.000461685927274089,0.5705218174431435,9.58948221053584e-06,Cooked veg intake,ace
-0.0014773212357206,0.0441026799562491,0.00012075574491960708,Raw veg intake,ace
0.0026761753674223,0.0073205485090042,0.00021430675651046627,Fresh fruit intake,ace
-0.0004410983866603401,0.6349392580652957,6.717264712255175e-06,Dried fruit intake,ace
-0.0123582452479071,0.0056158484263557,0.000619321171862341,Oily fish intake,ace
0.059028801498579,0.2297847855090119,0.00016533276067535956,Non-oily fish intake,ace
-0.0140917874689292,0.0003295289162845581,0.0006579489055681447,Processed meat intake,ace
0.0124577387018826,0.0121941201634887,0.0005205442452568524,Poultry intake,ace
-0.024184287732042,0.3033035631920243,7.941017114989791e-05,Beef intake,ace
0.2305334476843904,0.0053687331966155,0.00035497917356600646,Lamb intake,ace
0.2107672037914687,0.0150519076985255,0.00037517478743538224,Pork intake,ace
0.0008746062232037307,7.601412266504472e-07,0.0007285010136484776,Bread intake,ace
0.0005328522217001579,0.319395545595516,2.9542602343409267e-05,Cereal intake,ace
-0.0015568275951873,0.0236182845866142,0.00015263067275240013,Water intake,ace
-0.1729434588748725,2.3351574339120464e-65,0.0122810899960386,Alcohol intake frequency,ace2
-0.1660280344645844,3.209721943779876e-45,0.012600320392254,Smoking status,ace2
-0.0048716029301946,9.015134657674816e-32,0.0042050360752263,% body fat,ace2
-0.0020228524414842,0.5264208832222277,1.2291320908040622e-05,Hours slept per day,ace2
0.0114057994230831,1.393766666782036e-22,0.0029244072479674,TDI,ace2
0.1029164841183559,3.608483023036824e-42,0.0056554810161354,Education,ace2
-0.1158054443455636,4.8945816333589e-19,0.003023408234158,Days/week moderate activity,ace2
0.0124255096202003,0.0,0.0464422916276264,Grip strength,ace2
0.0007914463699087574,0.6820490473535402,5.14044909642546e-06,Cooked veg intake,ace2
-0.0188522216929428,1.4471592516159404e-27,0.0036186732488781,Raw veg intake,ace2
-0.022655685293162,4.979350056309674e-22,0.0028474318673695,Fresh fruit intake,ace2
-0.0229213091472751,1.6064129341008955e-25,0.003333640759856,Dried fruit intake,ace2
-0.0162750602303143,0.1213682638615478,0.0002122436633244503,Oily fish intake,ace2
-0.0959490491876969,4.113517388956054e-07,0.0010979052030822,Non-oily fish intake,ace2
-0.3199355105240711,1.015208169550673e-121,0.0265520138024425,Processed meat intake,ace2
-0.1771276266949668,1.5499730587788562e-26,0.0040098294962108,Poultry intake,ace2
-0.2697941258377039,2.01257971611638e-69,0.0123031146563464,Beef intake,ace2
-0.2324952349589892,4.1351302156039503e-23,0.0068454425209866,Lamb intake,ace2
-0.2521295127899574,1.3539369202593232e-31,0.0097472123548081,Pork intake,ace2
0.010539715232654,3.0145326873738385e-143,0.0196941914044765,Bread intake,ace2
-0.0064873162560532,2.640624667596614e-07,0.000811229045788325,Cereal intake,ace2
-0.0078733026021592,1.1273607906861353e-06,0.0007255702085735938,Water intake,ace2
-0.1371347008522391,4.894024498074692e-78,0.0180069018666516,Alcohol intake frequency,ache
0.1286765020008432,3.75835415847531e-79,0.0109804821440222,Smoking status,ache
-0.0103602751336673,0.0,0.0611172502987748,% body fat,ache
-0.000975608119866141,0.5830927704123511,9.190778305014394e-06,Hours slept per day,ache
-0.0031056965680163,1.7387585453962529e-06,0.0006972879599692565,TDI,ache
-0.034430944296635,3.0751972966423064e-16,0.0020344597669192,Education,ache
0.053347966989648,1.5424280655886977e-07,0.0013812679606799,Days/week moderate activity,ache
0.0071938549658269,0.0,0.0499343499096146,Grip strength,ache
0.0007009628092324291,0.5096356141151295,1.3265168102592534e-05,Cooked veg intake,ache
-0.0031257143806505,0.0011925871516323,0.0003203353298347132,Raw veg intake,ache
-0.0001520956607229872,0.9073979004540004,4.127901961411394e-07,Fresh fruit intake,ache
0.0022881379851935,0.0595373837280935,0.00010830369117196466,Dried fruit intake,ache
-0.0436115024874946,8.94817405854886e-09,0.0011222815698609,Oily fish intake,ache
-0.0281462576751516,0.0078942093732847,0.000348353218140361,Non-oily fish intake,ache
-0.0478320151572897,1.2580930464309067e-20,0.0032348927639413,Processed meat intake,ache
0.0413307519223213,8.240262681169377e-06,0.0014617069878904,Poultry intake,ache
-0.067640393073117,0.4447477594149787,9.58531699961886e-05,Beef intake,ache
-0.1621042019347038,0.1491999776104138,0.00010099030778289374,Lamb intake,ache
0.1613285005393742,0.172539254687674,0.00014150647682197812,Pork intake,ache
0.0034475635048378,2.592149060676358e-50,0.006764641698817,Bread intake,ache
0.0017570761448095,0.0124429349011876,0.00019055300006157611,Cereal intake,ache
-0.0014697685566915,0.1036549419060364,8.079324218767054e-05,Water intake,ache
0.1248358481069633,2.3154774607740866e-07,0.0020502994642934,Alcohol intake frequency,acot13
-0.0568302745512216,0.0083694097678331,0.0002838065558942664,Smoking status,acot13
0.0066642146417641,1.4110079772755425e-18,0.0023061610917235,% body fat,acot13
-0.0028838095037426,0.6204832500880901,7.315879619705068e-06,Hours slept per day,acot13
0.0134020466204985,3.0829733157345837e-10,0.0011815160693154,TDI,acot13
0.0833012307134047,1.570405672410494e-09,0.0010868468217958,Education,acot13
-0.0668391936473669,0.0048517856914222,0.0003189937706009583,Days/week moderate activity,acot13
-0.0013444186985282,0.0208421191599467,0.0001593197144001274,Grip strength,acot13
-0.0127648228059342,0.00025362818241781896,0.0003993032638643668,Cooked veg intake,acot13
-0.0145409816404734,4.007187963721709e-06,0.0006341930571608168,Raw veg intake,acot13
-0.0155808262413721,0.000271406866693856,0.0003955142467515773,Fresh fruit intake,acot13
