coefficient,pvalue,covar,disease_field
17.17977056406388,0.9978984765119652,Date,p130774
0.336302414085326,0.0997677164628018,Well,p130774
19.774286407904874,0.9951125889199208,Plate,p130774
0.0753481939183702,0.2128592852203126,Plate row,p130774
-0.1446012273189964,0.0801353050408412,Plate column,p130774
-0.4465349276313809,5.6255339216057e-46,Sex,p130774
0.0463135334396127,3.8693325900956914e-111,Age,p130774
-1.4446788722790194,4.7407200627470915e-34,Centre,p130774
0.3550207018700155,0.0163043780345788,Batch,p130820
16.56606811008715,0.994491577972246,Date,p130820
0.4282557477017062,0.0068982622032515,Well,p130820
4.394449154672126,0.011343598287417,Plate,p130820
0.1482596062137587,0.0018489928742403,Plate row,p130820
0.0989230434754339,0.0754853484453984,Plate column,p130820
0.1856610216175055,7.353895426259057e-16,Sex,p130820
0.0549842906257987,7.23359128193552e-251,Age,p130820
0.5422681054545213,6.534657681768846e-08,Centre,p130820
-0.4107690043660919,0.0094324545452932,Batch,p130826
15.467458338532118,0.9948568741822598,Date,p130826
-0.2997838740383508,0.0577731640748408,Well,p130826
1.6835458845863949,0.0403866281699186,Plate,p130826
0.0419788854971028,0.3256687026361519,Plate row,p130826
-0.0906041109650231,0.0813021849434617,Plate column,p130826
0.2753891878439303,1.1452606217876423e-38,Sex,p130826
0.0821565843440757,0.0,Age,p130826
-1.1880190940458204,4.879750832878823e-22,Centre,p130826
0.5104460148451766,9.178916288294118e-08,Batch,p130828
14.56606781823616,0.9868347939828352,Date,p130828
-0.2473291901039433,0.0197350923330675,Well,p130828
2.682732393117773,0.0035405355095429,Plate,p130828
0.0340338553949615,0.23613932226245,Plate row,p130828
0.0398105462709462,0.2477631399039785,Plate column,p130828
0.236591350879953,1.0740276423211598e-61,Sex,p130828
0.0866559914168016,0.0,Age,p130828
-0.6404156625333338,1.551730613620536e-17,Centre,p130828
-0.6537988230110228,0.0147388923139152,Batch,p130842
18.87292610738804,0.9985997423868396,Date,p130842
0.4828469915288874,0.0368122416175286,Well,p130842
19.774294778367253,0.9951125852236667,Plate,p130842
0.0947081584769749,0.1587697819984197,Plate row,p130842
0.0958219886716226,0.2314065089140016,Plate column,p130842
0.2925021807369595,2.1592870257285466e-18,Sex,p130842
0.2011688878355807,0.0,Age,p130842
-0.6884054863682108,4.630772167783722e-05,Centre,p130842
0.7419188786126146,1.7937797959769016e-05,Batch,p130846
15.956628139347917,0.9967818668958992,Date,p130846
0.3211206321696354,0.0644590337057217,Well,p130846
20.87295207562565,0.9948410571961476,Plate,p130846
0.1375106055925118,0.0108107687207381,Plate row,p130846
0.0727766709903984,0.2474511487895766,Plate column,p130846
0.4687606177957041,1.069964536746874e-69,Sex,p130846
0.1542425163442347,0.0,Age,p130846
-2.146259582025399,8.890655715011681e-27,Centre,p130846
0.6304757320808558,0.0052136220228623,Batch,p131022
18.872945924173152,0.9985997339350569,Date,p131022
0.4700610867698184,0.0451468686640984,Well,p131022
3.7013019741152378,0.0195355752749094,Plate,p131022
0.1560220395810271,0.0285578833940129,Plate row,p131022
-0.17009317705909,0.0522515463118016,Plate column,p131022
0.7154916332928024,7.040263415904604e-90,Sex,p131022
0.1262090274102707,0.0,Age,p131022
0.4065102350641305,0.010730269041272,Centre,p131022
-0.8025156614863073,0.012472361464136,Batch,p131036
18.872890875251915,0.9985997524850184,Date,p131036
0.6484627946117097,0.016170776954084,Well,p131036
2.602689685447256,0.0778729460920392,Plate,p131036
0.1842595687186928,0.0147954773709813,Plate row,p131036
-0.1123780515783198,0.2244273740134272,Plate column,p131036
0.1024075623038496,0.0061919367588582,Sex,p131036
0.2049727179538612,0.0,Age,p131036
-0.568011170598334,0.0009935197168463505,Centre,p131036
1.1746620069132352,0.0002317513169140517,Batch,p131038
18.956629340901515,0.9991469350787472,Date,p131038
-0.7080437091117132,0.0171774771301635,Well,p131038
3.008154793554924,0.0187292008847413,Plate,p131038
0.1220372199903785,0.1277267804080238,Plate row,p131038
-0.1410468154003395,0.1515425397716071,Plate column,p131038
0.5520346903934653,1.3221672816200817e-42,Sex,p131038
0.0983649452499612,7.431938076402524e-204,Age,p131038
0.5668569975191954,0.0004747262644142167,Centre,p131038
0.3083938091313153,0.0365686105518061,Batch,p131056
15.467456055917587,0.9948568779463806,Date,p131056
0.2742595498365316,0.0679839026244612,Well,p131056
1.272739661573112,0.0684500989749895,Plate,p131056
0.0359001367499336,0.4118552971170797,Plate row,p131056
0.0892851776381302,0.0936827574182959,Plate column,p131056
0.4245150320346517,3.4835568697308967e-84,Sex,p131056
0.0957737881485615,0.0,Age,p131056
0.873089542606388,1.0962084320348651e-14,Centre,p131056
0.4629564572716321,0.0203037068850718,Batch,p131086
18.566056600176697,0.997728902613482,Date,p131086
-0.4082993147752038,0.0874966623566277,Well,p131086
3.295836866003765,0.0314015892894322,Plate,p131086
0.0746358208063341,0.2186368571469456,Plate row,p131086
-0.1676692951181943,0.0247049877801847,Plate column,p131086
0.4390095385380496,2.317653416677096e-47,Sex,p131086
0.0502585913845041,8.488514049656597e-127,Age,p131086
-0.9000053781354448,3.6638666588600354e-11,Centre,p131086
-0.8061314831405976,0.0433222053312432,Batch,p131126
18.95675397441862,0.9991469363724964,Date,p131126
-0.7961595609864197,0.0256375962509131,Well,p131126
20.109317254005703,0.996985381164486,Plate,p131126
0.1328072375984617,0.129398060949469,Plate row,p131126
0.1028116340900591,0.3163548107551596,Plate column,p131126
0.365673183711978,2.5102307045434518e-17,Sex,p131126
0.0390972426485902,3.2483342907867775e-41,Age,p131126
0.7255558837428873,9.294075205358712e-05,Centre,p131126
-0.2153382687728016,0.021298583344726,Batch,p131164
14.160602555897375,0.987201222832394,Date,p131164
0.2205273313318602,0.0123610912632153,Well,p131164
3.2321210516184817,0.0126395931583859,Plate,p131164
0.0387406569925046,0.132319526734967,Plate row,p131164
-0.0828362589498318,0.0080600362584614,Plate column,p131164
-0.2075651288303291,7.094747476029173e-58,Sex,p131164
0.1331037826339652,0.0,Age,p131164
0.9913661122829144,7.531373317178524e-73,Centre,p131164
0.1677244486459991,0.0232249904604521,Batch,p131166
14.259213649037676,0.9787530917976384,Date,p131166
0.1351285775991797,0.0661670357771194,Well,p131166
1.221672381425585,0.0100903113193187,Plate,p131166
0.0311558912368615,0.1464064614188839,Plate row,p131166
-0.0441605457339912,0.0857714472439338,Plate column,p131166
-0.1601734449752374,6.523335954447355e-51,Sex,p131166
0.1223327944852596,0.0,Age,p131166
-0.5563454105870003,2.3949788573829856e-36,Centre,p131166
0.5083315308971961,0.0540025020132355,Batch,p131180
18.95670772968628,0.9991469479519722,Date,p131180
0.6783536712021317,0.0171774262806611,Well,p131180
2.302585092994011,0.0828458173088012,Plate,p131180
-0.0784882998828835,0.3587906326685207,Plate row,p131180
0.1855033841986125,0.0632716550949436,Plate column,p131180
0.3805340029708781,1.1860070673435522e-19,Sex,p131180
0.1001845064150617,1.9463459409870105e-188,Age,p131180
1.4113828935916857,3.149408826410176e-07,Centre,p131180
-0.2639571294356792,0.0409132715673478,Batch,p131182
31.13213620301634,0.9879319864784376,Date,p131182
-0.3194881286742313,0.0121041016197099,Well,p131182
1.5762398430246274,0.0225467685300863,Plate,p131182
0.0562559322071147,0.1104825899898116,Plate row,p131182
-0.0682074865432173,0.1351681957411754,Plate column,p131182
-0.0640832472891849,0.00017813389001446677,Sex,p131182
0.0958969955589951,0.0,Age,p131182
0.444232546448673,2.0452893410393127e-10,Centre,p131182
-0.4336141364161864,0.0045503795797953,Batch,p131190
17.56606576717797,0.9964572749197756,Date,p131190
-0.3042085386538302,0.0453398320789752,Well,p131190
2.354544831924397,0.0213239485371317,Plate,p131190
0.0437772313718086,0.28538359842694,Plate row,p131190
-0.0528688949796754,0.2908519673634891,Plate column,p131190
-0.2746339629101943,1.3699814553250978e-39,Sex,p131190
0.0736376438720408,0.0,Age,p131190
0.8857159785963437,5.257311338972073e-25,Centre,p131190
0.5598313398736795,0.0013694774428432,Batch,p131282
16.46746151046254,0.996678844621635,Date,p131282
-0.4568965123728288,0.0137358699464299,Well,p131282
3.478158422798057,0.0078607803589535,Plate,p131282
-0.1248823029858307,0.0149224417029652,Plate row,p131282
0.0994201586937476,0.0973355505220858,Plate column,p131282
0.4608702288594338,1.0718178162354775e-74,Sex,p131282
0.1117255291556642,0.0,Age,p131282
0.745115478232081,3.741729986067656e-16,Centre,p131282
0.7282963003272896,0.000900238879670099,Batch,p131304
16.26349233895962,0.998010567893826,Date,p131304
-0.4701007496265206,0.0501984085227967,Well,p131304
3.008154793553414,0.0455048874469945,Plate,p131304
-0.1102206791919032,0.0822719924369676,Plate row,p131304
0.0706880533202053,0.3506930569664577,Plate column,p131304
0.9369001317485596,4.386992994506743e-171,Sex,p131304
0.0714329474962054,1.5571312359279367e-206,Age,p131304
1.059445947887656,1.3085173133427292e-11,Centre,p131304
0.4389467270879889,1.4734027744600816e-10,Batch,p131306
27.13213309044192,0.964995182262872,Date,p131306
-0.1606271603720103,0.026568046254016,Well,p131306
-2.577866652247157,0.0147121692307275,Plate,p131306
-0.0211828087559134,0.3043290294796475,Plate row,p131306
-0.0446547598421442,0.0697086480795571,Plate column,p131306
1.0704485021505086,0.0,Sex,p131306
0.0920772933702369,0.0,Age,p131306
0.5547672252632451,4.5660026999233675e-33,Centre,p131306
0.904192046071614,0.0008838317627131391,Batch,p131310
19.179858992869686,0.9991368762762212,Date,p131310
0.6692647651898791,0.0187234996103159,Well,p131310
21.17972118394629,0.996824924906853,Plate,p131310
0.177797508444323,0.0326246178932883,Plate row,p131310
0.2069909165650639,0.0314714734130504,Plate column,p131310
0.3363427180461349,1.1755237251457406e-16,Sex,p131310
0.1059380975597674,5.453706999671149e-215,Age,p131310
0.3767281978697209,0.0343849582458394,Centre,p131310
-0.368342408310134,0.0642478552608366,Batch,p131322
17.566068492903902,0.9964572760155086,Date,p131322
0.4516451854633037,0.0120911641865266,Well,p131322
3.701301974111986,0.0195355752749654,Plate,p131322
0.0701049814080476,0.1694238886420675,Plate row,p131322
0.133653287310169,0.0282849725511901,Plate column,p131322
0.3165238050388774,3.372522430019573e-36,Sex,p131322
0.0836936428819525,0.0,Age,p131322
0.6016007617536255,6.612388913076308e-08,Centre,p131322
0.4935096046669351,0.0025649219841805,Batch,p131324
16.566068868417908,0.994491578332596,Date,p131324
0.3838682742126729,0.0120898428604656,Well,p131324
2.772588722239428,0.0118044978987941,Plate,p131324
0.0527242262433288,0.2705474487330258,Plate row,p131324
0.13699378051363,0.0168731029237632,Plate column,p131324
0.6359393080101768,1.0190617202335217e-148,Sex,p131324
0.1121988497252607,0.0,Age,p131324
0.4728891735201833,2.2798372030934573e-05,Centre,p131324
0.2763463174567862,0.0375148223813945,Batch,p131342
15.566067808381597,0.9914664678243162,Date,p131342
0.2748990557187964,0.0435798536227732,Well,p131342
2.720472721101725,0.0134025780714587,Plate,p131342
0.084648753114387,0.0328625662289908,Plate row,p131342
-0.0862833768955426,0.0753065860005235,Plate column,p131342
0.7731970339107006,0.0,Sex,p131342
0.1086284630364158,0.0,Age,p131342
-0.6390148623374162,8.664820996775392e-11,Centre,p131342
0.4203484065549803,0.0100555163766895,Batch,p131344
17.566070072212458,0.9964572775040584,Date,p131344
-0.4539696413525161,0.0155226230819395,Well,p131344
1.6274564179364948,0.0473647306405353,Plate,p131344
-0.0347034508825053,0.4978064900945243,Plate row,p131344
0.0474833380361875,0.429571039923861,Plate column,p131344
0.9608324685665552,2.1086314063056904e-281,Sex,p131344
0.0859066643693192,0.0,Age,p131344
-0.6105299493673061,1.8650122276160813e-06,Centre,p131344
-0.6389807018609546,0.0622062767452133,Batch,p131346
18.263501509329487,0.9991781261011332,Date,p131346
-0.5533903901996134,0.0991043254667281,Well,p131346
3.2958368660027,0.0314015892896365,Plate,p131346
0.0604153872735404,0.4571589223687464,Plate row,p131346
-0.1499095018412721,0.1231774923572214,Plate column,p131346
0.9752980864192068,3.490067669123013e-114,Sex,p131346
0.0763719188804754,1.1562405995344237e-142,Age,p131346
0.551500888062069,0.0037296206861631,Centre,p131346
0.296639404704393,0.00018732342545221996,Batch,p131350
13.566066538898092,0.9797857048648796,Date,p131350
-0.1497145556583048,0.0734562774515815,Well,p131350
-1.854560370467044,0.018960464271348,Plate,p131350
0.0244846546848199,0.2905594125235732,Plate row,p131350
-0.0460305124479085,0.1012490971797892,Plate column,p131350
0.788394263519943,0.0,Sex,p131350
0.1121591283724098,0.0,Age,p131350
0.357687261996384,4.320737912449191e-13,Centre,p131350
0.6320815935328965,1.735107769753701e-08,Batch,p131354
15.566068932977911,0.9914664669839748,Date,p131354
-0.3339039910183395,0.0050608083275158,Well,p131354
1.984131361875761,0.0184922921232759,Plate,p131354
-0.0298999884689767,0.3798281269993735,Plate row,p131354
-0.0719156604488282,0.0725566696943251,Plate column,p131354
0.8160316185940613,0.0,Sex,p131354
0.1120712433059507,0.0,Age,p131354
0.6572932542618034,3.660985088053093e-17,Centre,p131354
-0.4956704413651422,0.0051217842270515,Batch,p131366
15.872922490571764,0.9947220548066964,Date,p131366
-0.4207577002363102,0.0138283390259014,Well,p131366
3.701301974111456,0.0195355752749844,Plate,p131366
0.0726170509190795,0.1073134556025692,Plate row,p131366
-0.0502730425268354,0.3605025772410143,Plate column,p131366
0.6454114085624679,2.510743006815559e-175,Sex,p131366
0.0949539057209589,0.0,Age,p131366
0.5510014468294019,3.8575398517097694e-08,Centre,p131366
0.6772317252540042,0.0082384234233253,Batch,p131370
18.486672455203013,0.99916808020866,Date,p131370
-0.781077251304902,0.0179626128167591,Well,p131370
19.88051993693609,0.9970197071392296,Plate,p131370
-0.2441997899831246,0.0037602595807069,Plate row,p131370
0.1799977301934477,0.066888532561027,Plate column,p131370
0.8966620417626192,7.110742073052372e-93,Sex,p131370
0.1146353738466042,1.0014578390774035e-228,Age,p131370
-0.6404386646666722,0.0014866663312437,Centre,p131370
0.3531730144480806,0.0151833874382866,Batch,p131374
15.872920705786498,0.9947220534317018,Date,p131374
-0.4356074330380504,0.0093893104367853,Well,p131374
3.701301974109549,0.0195355752750949,Plate,p131374
0.0683482546685591,0.1186471224284475,Plate row,p131374
-0.063758544978999,0.2253543159313021,Plate column,p131374
0.3558529809238528,2.5705793472713485e-61,Sex,p131374
0.1097031868392047,0.0,Age,p131374
-0.7183016087184739,4.239716761525206e-13,Centre,p131374
-1.2449312515667803,0.000528637821477606,Batch,p131378
18.87294365912678,0.998599735806142,Date,p131378
0.4660616942969327,0.0585140017644133,Well,p131378
19.92696769898882,0.9970127604871356,Plate,p131378
0.0651782784580117,0.3844871411788645,Plate row,p131378
-0.1109814712343993,0.2239910463905004,Plate column,p131378
0.5377519633156345,6.3217270442813735e-46,Sex,p131378
0.0814558186695383,1.3182702948623988e-178,Age,p131378
0.8695924558337047,8.291242791758345e-07,Centre,p131378
0.8038068060479375,0.0002632164974119652,Batch,p131380
17.00111697812407,0.9987386167131184,Date,p131380
0.6260163978233467,0.0153646083643742,Well,p131380
1.8971199848859936,0.1431876666859037,Plate,p131380
0.0838229090440523,0.23591118906967,Plate row,p131380
-0.1411232051750254,0.1037236635889566,Plate column,p131380
0.9598874326449504,1.5478548577275688e-141,Sex,p131380
0.1073404585794583,8.196170962477906e-289,Age,p131380
-1.110767238407511,1.3781118279748823e-10,Centre,p131380
0.7944854457817926,0.00016013284765926386,Batch,p131382
17.467468144453687,0.997863285614812,Date,p131382
-0.6533908396512318,0.0058647804961631,Well,p131382
2.602689685445919,0.0778729460921289,Plate,p131382
-0.0436328754429501,0.4949450285191483,Plate row,p131382
0.1336414697265569,0.0770230305899998,Plate column,p131382
1.5728075655583251,0.0,Sex,p131382
0.1168080095738041,0.0,Age,p131382
0.3968806582019723,0.0027428901537433,Centre,p131382
0.8876405748345975,0.00026092655994994126,Batch,p131390
18.46743931749562,0.9986298220265958,Date,p131390
0.455547488656175,0.0667711841586391,Well,p131390
20.774290076616307,0.9968856776167784,Plate,p131390
-0.0813571505057199,0.2848103726104163,Plate row,p131390
0.1093046335494388,0.2653425519502193,Plate column,p131390
0.6584281033314002,1.971829584988864e-67,Sex,p131390
0.0796035147537458,9.804969886674367e-176,Age,p131390
-0.4779389092685146,0.0011637642895083,Centre,p131390
0.2562367176195673,0.0161344596555809,Batch,p131416
14.566067804185067,0.9868347942720976,Date,p131416
0.1736952759002613,0.1103788750467361,Well,p131416
1.3609765531360178,0.0238547632906221,Plate,p131416
-0.0412926375240743,0.1995269302847092,Plate row,p131416
-0.0513444415976702,0.1857960262497572,Plate column,p131416
0.3296151939270029,5.191295332696918e-97,Sex,p131416
0.0814028158414063,0.0,Age,p131416
-0.520817923408523,2.392709757852322e-10,Centre,p131416
-0.8726970748732857,0.027626574902812,Batch,p131444
20.566108400873425,0.9990745043349758,Date,p131444
-0.6482781648352169,0.049373465585675,Well,p131444
20.77425026660505,0.9968856794715184,Plate,p131444
-0.1425999994605204,0.1136018822956149,Plate row,p131444
-0.1891003042852285,0.1193995007998295,Plate column,p131444
0.57474567233286,2.34566675870939e-38,Sex,p131444
0.0437959512442526,6.516080028450239e-49,Age,p131444
-1.6921983117299964,1.9237668888459985e-07,Centre,p131444
1.0515650704143489,5.41574317279814e-09,Batch,p131490
16.87292314915947,0.9965970728351292,Date,p131490
-0.4881478408818777,0.0365157166040853,Well,p131490
1.529395204761833,0.0552257437522766,Plate,p131490
-0.1675472854293086,0.0057867176161807,Plate row,p131490
-0.1258814930153576,0.0878105215034435,Plate column,p131490
0.5091156437150592,2.6651184093310063e-64,Sex,p131490
0.0903625636693595,0.0,Age,p131490
-1.107380750275583,1.0796583357959721e-18,Centre,p131490
-0.8899247376155492,0.0175724347833373,Batch,p131518
17.956664938039953,0.998667725113067,Date,p131518
-0.6393700288484134,0.0380626020718604,Well,p131518
20.77434800318838,0.9968856860565748,Plate,p131518
0.1455175460931951,0.0545240701048886,Plate row,p131518
0.1404997375224605,0.1162565690113079,Plate column,p131518
0.7829832479400798,1.048610554213972e-89,Sex,p131518
0.0987742488782556,8.347203223372791e-232,Age,p131518
-0.9377385756015284,3.637992687444547e-07,Centre,p131518
0.7601272770086456,0.0006101405101630699,Batch,p131528
18.1797959708442,0.9986511668037652,Date,p131528
-0.7441368050619476,0.0066273412561407,Well,p131528
20.872927623390627,0.9948410742717811,Plate,p131528
0.0868240132110194,0.2023909355322892,Plate row,p131528
0.0967148316007669,0.2419224517267894,Plate column,p131528
0.5639860417685012,3.100666408509667e-60,Sex,p131528
0.1086604659115611,0.0,Age,p131528
0.7030129091532429,1.7325045116465865e-05,Centre,p131528
0.3071015448970972,0.0069129557906618,Batch,p131534
14.179773875091811,0.9922264262675594,Date,p131534
-0.3094224857820804,0.0216181688840215,Well,p131534
3.4781584227973075,0.0078607803590117,Plate,p131534
-0.0308160560584152,0.3876954084871795,Plate row,p131534
-0.1095857374615616,0.010812408601046,Plate column,p131534
0.4262429707739375,1.5581772964111892e-129,Sex,p131534
0.0825331177259478,0.0,Age,p131534
-0.8084295178270661,4.848305491215218e-23,Centre,p131534
-0.6907326237518397,0.0496524906428542,Batch,p131538
17.62160849665067,0.9992070090330366,Date,p131538
-0.5923877898153204,0.0725263388635562,Well,p131538
21.872857516215717,0.9967209905234574,Plate,p131538
0.1462405858033285,0.0723843334424128,Plate row,p131538
-0.1484685359050316,0.1368279781350649,Plate column,p131538
2.3565260962601045,1.3339196361829486e-271,Sex,p131538
0.1565840504064399,0.0,Age,p131538
1.198198433580282,6.48773803162704e-11,Centre,p131538
0.701556536112009,5.444585701779939e-06,Batch,p131546
16.17977282783787,0.9967368638810656,Date,p131546
-0.4295861166593351,0.0201967550426024,Well,p131546
3.478158422798812,0.0078607803589799,Plate,p131546
-0.1062010485544838,0.0345837853640205,Plate row,p131546
0.1027945329435204,0.0781811320629712,Plate column,p131546
0.524074039713385,3.44395001670699e-99,Sex,p131546
0.0799871230109613,0.0,Age,p131546
-0.7705219979036538,1.2270959701220446e-09,Centre,p131546
-0.3928513378455465,0.0013306596043529,Batch,p131602
16.25921557136711,0.9910864872564478,Date,p131602
-0.222188217633598,0.0528228511636929,Well,p131602
1.6357552207520332,0.0436532747181526,Plate,p131602
-0.0679717635870557,0.0336256398804463,Plate row,p131602
0.0434034609240999,0.2553015903865533,Plate column,p131602
-0.1026174697698504,8.829671088701905e-11,Sex,p131602
0.0457592585369687,0.0,Age,p131602
-1.1353024885880054,5.746395268059955e-30,Centre,p131602
0.499286853379368,0.0489381788825662,Batch,p131632
18.179769417043147,0.9986511762000404,Date,p131632
-0.8393371323768741,0.0071792932674614,Well,p131632
2.590267165447112,0.0565788174584639,Plate,p131632
0.1093623579515785,0.1536316415314497,Plate row,p131632
0.1623736242582566,0.0782080812476282,Plate column,p131632
0.1000452288390895,0.0082586609936891,Sex,p131632
0.0788332946206906,3.065706376135457e-164,Age,p131632
-0.3009684233319206,0.0973341893822297,Centre,p131632
0.2622616757857144,2.4261934500755072e-05,Batch,p131636
25.13212593384745,0.9563587838547972,Date,p131636
-0.160223399930469,0.0112010598477398,Well,p131636
-2.320603598496855,0.0025085743135158,Plate,p131636
0.0246176972876413,0.1719439162393694,Plate row,p131636
-0.0351015505473831,0.1051798987783039,Plate column,p131636
0.028436235053806,0.001363743457621,Sex,p131636
0.0640909661399594,0.0,Age,p131636
-0.6799824526198759,3.0801003744856643e-51,Centre,p131636
0.3981635734203514,9.889003403418002e-07,Batch,p131648
14.566067526404868,0.9868347945035648,Date,p131648
-0.1372362336768603,0.1055841986562809,Well,p131648
2.0838958920292825,0.0153819311555091,Plate,p131648
0.0185488140923124,0.4376054982428667,Plate row,p131648
0.0523576086823355,0.0677272806554452,Plate column,p131648
0.3372995234900822,6.71895385760081e-179,Sex,p131648
0.0404081590379159,0.0,Age,p131648
-1.1773460171710992,6.079729825456887e-73,Centre,p131648
0.4912464320100568,7.76768346485815e-05,Batch,p131670
15.56606789393748,0.991466466655638,Date,p131670
-0.3341548330125409,0.0127158984846975,Well,p131670
3.6888794541136423,0.0199524223694338,Plate,p131670
-0.0497648377887984,0.1851188848907662,Plate row,p131670
-0.0655875353721949,0.1852415704133999,Plate column,p131670
0.1671088439906878,1.3588242439370421e-19,Sex,p131670
0.021187780807881,2.0633454856769403e-70,Age,p131670
-0.8245664991662969,3.123864122634627e-26,Centre,p131670
0.3946010946191156,0.0371416653159274,Batch,p131680
17.872923679348737,0.9978136914555746,Date,p131680
-0.9042037444954594,0.00015487429544961068,Well,p131680
20.4674365836889,0.994941269935031,Plate,p131680
-0.0635287516738331,0.2896853602703397,Plate row,p131680
-0.0703684888359686,0.373132485869992,Plate column,p131680
-0.0617212398901528,0.0355952238898519,Sex,p131680
0.0597151363331975,2.674178480874393e-179,Age,p131680
0.3942181918130514,0.0012732906974773,Centre,p131680
-0.7206771895869948,0.0321426777794141,Batch,p131684
18.872939052186677,0.998599740963217,Date,p131684
0.5443447985645287,0.0249632909768303,Well,p131684
0.9976363713275972,0.2584762946826445,Plate,p131684
-0.0906179303352717,0.2482511516499119,Plate row,p131684
-0.1094183045401451,0.2413387813435942,Plate column,p131684
0.2681987807695767,7.833496476604645e-13,Sex,p131684
0.0539114292262728,5.495600828070939e-93,Age,p131684
-1.097227499251419,1.0933853791009827e-09,Centre,p131684
-0.2613257661592865,0.0217903917593388,Batch,p131768
15.872921372593392,0.9947220546407498,Date,p131768
0.2502839135048685,0.0159474906825893,Well,p131768
2.734367509419429,0.0012024745256206,Plate,p131768
0.0347256538636391,0.2490701829609961,Plate row,p131768
0.0593763151899051,0.100425124592215,Plate column,p131768
0.3040086032445134,3.593654985741768e-92,Sex,p131768
0.0779451140441537,0.0,Age,p131768
1.7050113552399857,2.955235043933568e-149,Centre,p131768
0.5431545106478862,0.0064567527669046,Batch,p131820
18.566064059757867,0.9977289043148768,Date,p131820
-0.4087921600847785,0.0710255649378196,Well,p131820
20.872928725844616,0.994841050179071,Plate,p131820
-0.0878855936644713,0.1543214679203098,Plate row,p131820
0.1169050803238156,0.1056229364197035,Plate column,p131820
0.50733057297179,1.118538204037422e-61,Sex,p131820
0.1024551841597605,0.0,Age,p131820
-2.0034712510201005,4.873882256241331e-19,Centre,p131820
1.0786525061651853,3.146216088632219e-05,Batch,p131834
17.95661755882514,0.9986677198741274,Date,p131834
0.4179405054396415,0.0910536502626912,Well,p131834
21.87283457246509,0.9967210080789703,Plate,p131834
0.0872494159833374,0.227763094791613,Plate row,p131834
0.1136212027466921,0.184439254652989,Plate column,p131834
0.6794002800316588,2.2498403246914107e-75,Sex,p131834
0.0791915842907468,1.783553446742254e-184,Age,p131834
0.4605021056735148,0.003453026037798,Centre,p131834
0.2445514644830147,0.0421918490570261,Batch,p131868
15.467456771295131,0.9948568749488496,Date,p131868
-0.3839516164083707,0.0023189754353751,Well,p131868
3.478158422798103,0.0078607803589904,Plate,p131868
-0.0720632136974159,0.0505651809441114,Plate row,p131868
